,,49.160000,-68.070000,95.920000
,,66.280000,-42.550000,100.080000
,,75.290000,-13.250000,104.160000
,,76.980000,13.930000,109.250000
,,67.730000,41.580000,113.530000
,,58.090000,-69.560000,70.450000
,,73.330000,-42.570000,74.910000
,,81.490000,-13.740000,79.540000
,,83.040000,15.570000,84.890000
,,74.550000,42.750000,88.500000
,,60.600000,-68.650000,42.120000
,,71.730000,-40.110000,45.760000
,,79.900000,-10.940000,50.680000
,,82.060000,19.590000,56.130000
,,74.880000,46.850000,60.560000
,,-67.400000,29.980000,110.560000
,,-74.050000,0.970000,109.090000
,,-70.900000,-28.410000,106.130000
,,-60.510000,-54.920000,103.430000
,,-40.600000,-78.950000,100.480000
,,-70.850000,29.890000,80.630000
,,-77.080000,1.150000,79.790000
,,-75.480000,-28.670000,77.700000
,,-67.530000,-55.940000,75.760000
,,-51.590000,-82.190000,71.970000
,,-71.230000,33.870000,51.880000
,,-74.020000,4.030000,49.620000
,,-72.100000,-25.280000,48.720000
,,-65.110000,-55.150000,45.850000
,,-51.600000,-82.230000,42.300000
