,,42.360000,-91.980000,81.080000
,,60.780000,-66.940000,86.470000
,,70.210000,-38.530000,92.590000
,,77.460000,-10.760000,96.770000
,,74.280000,18.020000,102.810000
,,44.770000,-94.080000,47.570000
,,61.690000,-67.710000,54.590000
,,74.650000,-38.770000,61.410000
,,78.680000,-10.240000,67.450000
,,74.530000,17.260000,71.920000
,,44.510000,-88.680000,17.350000
,,60.890000,-62.520000,23.860000
,,73.460000,-33.450000,30.500000
,,77.590000,-4.110000,36.800000
,,77.020000,25.490000,45.330000
,,-78.290000,23.590000,98.310000
,,-83.700000,-4.510000,97.640000
,,-79.010000,-36.460000,89.180000
,,-68.750000,-63.160000,85.200000
,,-54.090000,-88.240000,80.240000
,,-84.240000,25.350000,68.810000
,,-90.780000,-4.250000,63.260000
,,-85.920000,-31.000000,62.020000
,,-75.150000,-57.870000,55.380000
,,-63.840000,-85.620000,49.200000
,,-83.010000,34.100000,39.380000
,,-87.420000,0.800000,36.020000
,,-83.010000,-27.650000,30.770000
,,-73.690000,-55.810000,24.730000
,,-62.470000,-82.880000,20.820000
